ID,name,date,plate,row,col,size,seq,concentration,volume,features,location,reference,comments,description
,,,4,H,11,,,,,,ds_dna_plates,,,
,,,4,H,12,,,,,,ds_dna_plates,,,
,,,5,A,1,,,,,,ds_dna_plates,,,
,,,5,A,2,,,,,,ds_dna_plates,,,
,,,5,A,3,,,,,,ds_dna_plates,,,
,,,5,A,4,,,,,,ds_dna_plates,,,
,,,5,A,5,,,,,,ds_dna_plates,,,
,,,5,A,6,,,,,,ds_dna_plates,,,
,,,5,A,7,,,,,,ds_dna_plates,,,
,,,5,A,8,,,,,,ds_dna_plates,,,
,,,5,A,9,,,,,,ds_dna_plates,,,
,,,5,A,10,,,,,,ds_dna_plates,,,
,,,5,A,11,,,,,,ds_dna_plates,,,
,,,5,A,12,,,,,,ds_dna_plates,,,
,,,5,B,1,,,,,,ds_dna_plates,,,
,,,5,B,2,,,,,,ds_dna_plates,,,
,,,5,B,3,,,,,,ds_dna_plates,,,
,,,5,B,4,,,,,,ds_dna_plates,,,
,,,5,B,5,,,,,,ds_dna_plates,,,
,,,5,B,6,,,,,,ds_dna_plates,,,
,,,5,B,7,,,,,,ds_dna_plates,,,
,,,5,B,8,,,,,,ds_dna_plates,,,
,,,5,B,9,,,,,,ds_dna_plates,,,
,,,5,B,10,,,,,,ds_dna_plates,,,
,,,5,B,11,,,,,,ds_dna_plates,,,
,,,5,B,12,,,,,,ds_dna_plates,,,
,,,5,C,1,,,,,,ds_dna_plates,,,
,,,5,C,2,,,,,,ds_dna_plates,,,
,,,5,C,3,,,,,,ds_dna_plates,,,
,,,5,C,4,,,,,,ds_dna_plates,,,
,,,5,C,5,,,,,,ds_dna_plates,,,
,,,5,C,6,,,,,,ds_dna_plates,,,
,,,5,C,7,,,,,,ds_dna_plates,,,
,,,5,C,8,,,,,,ds_dna_plates,,,
,,,5,C,9,,,,,,ds_dna_plates,,,
,,,5,C,10,,,,,,ds_dna_plates,,,
,,,5,C,11,,,,,,ds_dna_plates,,,
,,,5,C,12,,,,,,ds_dna_plates,,,
,,,5,D,1,,,,,,ds_dna_plates,,,
,,,5,D,2,,,,,,ds_dna_plates,,,
,,,5,D,3,,,,,,ds_dna_plates,,,
,,,5,D,4,,,,,,ds_dna_plates,,,
,,,5,D,5,,,,,,ds_dna_plates,,,
,,,5,D,6,,,,,,ds_dna_plates,,,
,,,5,D,7,,,,,,ds_dna_plates,,,
,,,5,D,8,,,,,,ds_dna_plates,,,
,,,5,D,9,,,,,,ds_dna_plates,,,
,,,5,D,10,,,,,,ds_dna_plates,,,
,,,5,D,11,,,,,,ds_dna_plates,,,
,,,5,D,12,,,,,,ds_dna_plates,,,
,,,5,E,1,,,,,,ds_dna_plates,,,
,,,5,E,2,,,,,,ds_dna_plates,,,
,,,5,E,3,,,,,,ds_dna_plates,,,
,,,5,E,4,,,,,,ds_dna_plates,,,
,,,5,E,5,,,,,,ds_dna_plates,,,
,,,5,E,6,,,,,,ds_dna_plates,,,
,,,5,E,7,,,,,,ds_dna_plates,,,
,,,5,E,8,,,,,,ds_dna_plates,,,
,,,5,E,9,,,,,,ds_dna_plates,,,
,,,5,E,10,,,,,,ds_dna_plates,,,
,,,5,E,11,,,,,,ds_dna_plates,,,
,,,5,E,12,,,,,,ds_dna_plates,,,
,,,5,F,1,,,,,,ds_dna_plates,,,
,,,5,F,2,,,,,,ds_dna_plates,,,
,,,5,F,3,,,,,,ds_dna_plates,,,
,,,5,F,4,,,,,,ds_dna_plates,,,
,,,5,F,5,,,,,,ds_dna_plates,,,
,,,5,F,6,,,,,,ds_dna_plates,,,
,,,5,F,7,,,,,,ds_dna_plates,,,
,,,5,F,8,,,,,,ds_dna_plates,,,
,,,5,F,9,,,,,,ds_dna_plates,,,
,,,5,F,10,,,,,,ds_dna_plates,,,
,,,5,F,11,,,,,,ds_dna_plates,,,
,,,5,F,12,,,,,,ds_dna_plates,,,
,,,5,G,1,,,,,,ds_dna_plates,,,
,,,5,G,2,,,,,,ds_dna_plates,,,
,,,5,G,3,,,,,,ds_dna_plates,,,
,,,5,G,4,,,,,,ds_dna_plates,,,
,,,5,G,5,,,,,,ds_dna_plates,,,
,,,5,G,6,,,,,,ds_dna_plates,,,
,,,5,G,7,,,,,,ds_dna_plates,,,
,,,5,G,8,,,,,,ds_dna_plates,,,
,,,5,G,9,,,,,,ds_dna_plates,,,
,,,5,G,10,,,,,,ds_dna_plates,,,
,,,5,G,11,,,,,,ds_dna_plates,,,
,,,5,G,12,,,,,,ds_dna_plates,,,
,,,5,H,1,,,,,,ds_dna_plates,,,
,,,5,H,2,,,,,,ds_dna_plates,,,
,,,5,H,3,,,,,,ds_dna_plates,,,
,,,5,H,4,,,,,,ds_dna_plates,,,
,,,5,H,5,,,,,,ds_dna_plates,,,
,,,5,H,6,,,,,,ds_dna_plates,,,
,,,5,H,7,,,,,,ds_dna_plates,,,
,,,5,H,8,,,,,,ds_dna_plates,,,
,,,5,H,9,,,,,,ds_dna_plates,,,
,,,5,H,10,,,,,,ds_dna_plates,,,
,,,5,H,11,,,,,,ds_dna_plates,,,
,,,5,H,12,,,,,,ds_dna_plates,,,
,,,6,A,1,,,,,,ds_dna_plates,,,
,,,6,A,2,,,,,,ds_dna_plates,,,
,,,6,A,3,,,,,,ds_dna_plates,,,
,,,6,A,4,,,,,,ds_dna_plates,,,
,,,6,A,5,,,,,,ds_dna_plates,,,
,,,6,A,6,,,,,,ds_dna_plates,,,
,,,6,A,7,,,,,,ds_dna_plates,,,
,,,6,A,8,,,,,,ds_dna_plates,,,
,,,6,A,9,,,,,,ds_dna_plates,,,
,,,6,A,10,,,,,,ds_dna_plates,,,
,,,6,A,11,,,,,,ds_dna_plates,,,
,,,6,A,12,,,,,,ds_dna_plates,,,
,,,6,B,1,,,,,,ds_dna_plates,,,
,,,6,B,2,,,,,,ds_dna_plates,,,
,,,6,B,3,,,,,,ds_dna_plates,,,
,,,6,B,4,,,,,,ds_dna_plates,,,
,,,6,B,5,,,,,,ds_dna_plates,,,
,,,6,B,6,,,,,,ds_dna_plates,,,
,,,6,B,7,,,,,,ds_dna_plates,,,
,,,6,B,8,,,,,,ds_dna_plates,,,
,,,6,B,9,,,,,,ds_dna_plates,,,
,,,6,B,10,,,,,,ds_dna_plates,,,
,,,6,B,11,,,,,,ds_dna_plates,,,
,,,6,B,12,,,,,,ds_dna_plates,,,
,,,6,C,1,,,,,,ds_dna_plates,,,
,,,6,C,2,,,,,,ds_dna_plates,,,
,,,6,C,3,,,,,,ds_dna_plates,,,
,,,6,C,4,,,,,,ds_dna_plates,,,
,,,6,C,5,,,,,,ds_dna_plates,,,
,,,6,C,6,,,,,,ds_dna_plates,,,
,,,6,C,7,,,,,,ds_dna_plates,,,
,,,6,C,8,,,,,,ds_dna_plates,,,
,,,6,C,9,,,,,,ds_dna_plates,,,
,,,6,C,10,,,,,,ds_dna_plates,,,
,,,6,C,11,,,,,,ds_dna_plates,,,
,,,6,C,12,,,,,,ds_dna_plates,,,
,,,6,D,1,,,,,,ds_dna_plates,,,
,,,6,D,2,,,,,,ds_dna_plates,,,
,,,6,D,3,,,,,,ds_dna_plates,,,
,,,6,D,4,,,,,,ds_dna_plates,,,
,,,6,D,5,,,,,,ds_dna_plates,,,
,,,6,D,6,,,,,,ds_dna_plates,,,
,,,6,D,7,,,,,,ds_dna_plates,,,
,,,6,D,8,,,,,,ds_dna_plates,,,
,,,6,D,9,,,,,,ds_dna_plates,,,
,,,6,D,10,,,,,,ds_dna_plates,,,
,,,6,D,11,,,,,,ds_dna_plates,,,
,,,6,D,12,,,,,,ds_dna_plates,,,
,,,6,E,1,,,,,,ds_dna_plates,,,
,,,6,E,2,,,,,,ds_dna_plates,,,
,,,6,E,3,,,,,,ds_dna_plates,,,
,,,6,E,4,,,,,,ds_dna_plates,,,
,,,6,E,5,,,,,,ds_dna_plates,,,
,,,6,E,6,,,,,,ds_dna_plates,,,
,,,6,E,7,,,,,,ds_dna_plates,,,
,,,6,E,8,,,,,,ds_dna_plates,,,
,,,6,E,9,,,,,,ds_dna_plates,,,
,,,6,E,10,,,,,,ds_dna_plates,,,
,,,6,E,11,,,,,,ds_dna_plates,,,
,,,6,E,12,,,,,,ds_dna_plates,,,
,,,6,F,1,,,,,,ds_dna_plates,,,
,,,6,F,2,,,,,,ds_dna_plates,,,
,,,6,F,3,,,,,,ds_dna_plates,,,
,,,6,F,4,,,,,,ds_dna_plates,,,
,,,6,F,5,,,,,,ds_dna_plates,,,
,,,6,F,6,,,,,,ds_dna_plates,,,
,,,6,F,7,,,,,,ds_dna_plates,,,
,,,6,F,8,,,,,,ds_dna_plates,,,
,,,6,F,9,,,,,,ds_dna_plates,,,
,,,6,F,10,,,,,,ds_dna_plates,,,
,,,6,F,11,,,,,,ds_dna_plates,,,
,,,6,F,12,,,,,,ds_dna_plates,,,
,,,6,G,1,,,,,,ds_dna_plates,,,
,,,6,G,2,,,,,,ds_dna_plates,,,
,,,6,G,3,,,,,,ds_dna_plates,,,
,,,6,G,4,,,,,,ds_dna_plates,,,
,,,6,G,5,,,,,,ds_dna_plates,,,
,,,6,G,6,,,,,,ds_dna_plates,,,
,,,6,G,7,,,,,,ds_dna_plates,,,
,,,6,G,8,,,,,,ds_dna_plates,,,
,,,6,G,9,,,,,,ds_dna_plates,,,
,,,6,G,10,,,,,,ds_dna_plates,,,
,,,6,G,11,,,,,,ds_dna_plates,,,
,,,6,G,12,,,,,,ds_dna_plates,,,
,,,6,H,1,,,,,,ds_dna_plates,,,
,,,6,H,2,,,,,,ds_dna_plates,,,
,,,6,H,3,,,,,,ds_dna_plates,,,
,,,6,H,4,,,,,,ds_dna_plates,,,
,,,6,H,5,,,,,,ds_dna_plates,,,
,,,6,H,6,,,,,,ds_dna_plates,,,
,,,6,H,7,,,,,,ds_dna_plates,,,
,,,6,H,8,,,,,,ds_dna_plates,,,
,,,6,H,9,,,,,,ds_dna_plates,,,
,,,6,H,10,,,,,,ds_dna_plates,,,
,,,6,H,11,,,,,,ds_dna_plates,,,
,,,6,H,12,,,,,,ds_dna_plates,,,
,,,7,A,1,,,,,,ds_dna_plates,,,
,,,7,A,2,,,,,,ds_dna_plates,,,
,,,7,A,3,,,,,,ds_dna_plates,,,
,,,7,A,4,,,,,,ds_dna_plates,,,
,,,7,A,5,,,,,,ds_dna_plates,,,
,,,7,A,6,,,,,,ds_dna_plates,,,
,,,7,A,7,,,,,,ds_dna_plates,,,
,,,7,A,8,,,,,,ds_dna_plates,,,
,,,7,A,9,,,,,,ds_dna_plates,,,
,,,7,A,10,,,,,,ds_dna_plates,,,
,,,7,A,11,,,,,,ds_dna_plates,,,
,,,7,A,12,,,,,,ds_dna_plates,,,
,,,7,B,1,,,,,,ds_dna_plates,,,
,,,7,B,2,,,,,,ds_dna_plates,,,
,,,7,B,3,,,,,,ds_dna_plates,,,
,,,7,B,4,,,,,,ds_dna_plates,,,
,,,7,B,5,,,,,,ds_dna_plates,,,
,,,7,B,6,,,,,,ds_dna_plates,,,
,,,7,B,7,,,,,,ds_dna_plates,,,
,,,7,B,8,,,,,,ds_dna_plates,,,
,,,7,B,9,,,,,,ds_dna_plates,,,
,,,7,B,10,,,,,,ds_dna_plates,,,
,,,7,B,11,,,,,,ds_dna_plates,,,
,,,7,B,12,,,,,,ds_dna_plates,,,
,,,7,C,1,,,,,,ds_dna_plates,,,
,,,7,C,2,,,,,,ds_dna_plates,,,
,,,7,C,3,,,,,,ds_dna_plates,,,
,,,7,C,4,,,,,,ds_dna_plates,,,
,,,7,C,5,,,,,,ds_dna_plates,,,
,,,7,C,6,,,,,,ds_dna_plates,,,
,,,7,C,7,,,,,,ds_dna_plates,,,
,,,7,C,8,,,,,,ds_dna_plates,,,
,,,7,C,9,,,,,,ds_dna_plates,,,
,,,7,C,10,,,,,,ds_dna_plates,,,
,,,7,C,11,,,,,,ds_dna_plates,,,
,,,7,C,12,,,,,,ds_dna_plates,,,
,,,7,D,1,,,,,,ds_dna_plates,,,
,,,7,D,2,,,,,,ds_dna_plates,,,
,,,7,D,3,,,,,,ds_dna_plates,,,
,,,7,D,4,,,,,,ds_dna_plates,,,
,,,7,D,5,,,,,,ds_dna_plates,,,
,,,7,D,6,,,,,,ds_dna_plates,,,
,,,7,D,7,,,,,,ds_dna_plates,,,
,,,7,D,8,,,,,,ds_dna_plates,,,
,,,7,D,9,,,,,,ds_dna_plates,,,
,,,7,D,10,,,,,,ds_dna_plates,,,
,,,7,D,11,,,,,,ds_dna_plates,,,
,,,7,D,12,,,,,,ds_dna_plates,,,
,,,7,E,1,,,,,,ds_dna_plates,,,
,,,7,E,2,,,,,,ds_dna_plates,,,
,,,7,E,3,,,,,,ds_dna_plates,,,
,,,7,E,4,,,,,,ds_dna_plates,,,
,,,7,E,5,,,,,,ds_dna_plates,,,
,,,7,E,6,,,,,,ds_dna_plates,,,
,,,7,E,7,,,,,,ds_dna_plates,,,
,,,7,E,8,,,,,,ds_dna_plates,,,
,,,7,E,9,,,,,,ds_dna_plates,,,
,,,7,E,10,,,,,,ds_dna_plates,,,
,,,7,E,11,,,,,,ds_dna_plates,,,
,,,7,E,12,,,,,,ds_dna_plates,,,
,,,7,F,1,,,,,,ds_dna_plates,,,
,,,7,F,2,,,,,,ds_dna_plates,,,
,,,7,F,3,,,,,,ds_dna_plates,,,
,,,7,F,4,,,,,,ds_dna_plates,,,
,,,7,F,5,,,,,,ds_dna_plates,,,
,,,7,F,6,,,,,,ds_dna_plates,,,
,,,7,F,7,,,,,,ds_dna_plates,,,
,,,7,F,8,,,,,,ds_dna_plates,,,
,,,7,F,9,,,,,,ds_dna_plates,,,
,,,7,F,10,,,,,,ds_dna_plates,,,
,,,7,F,11,,,,,,ds_dna_plates,,,
,,,7,F,12,,,,,,ds_dna_plates,,,
,,,7,G,1,,,,,,ds_dna_plates,,,
,,,7,G,2,,,,,,ds_dna_plates,,,
,,,7,G,3,,,,,,ds_dna_plates,,,
,,,7,G,4,,,,,,ds_dna_plates,,,
,,,7,G,5,,,,,,ds_dna_plates,,,
,,,7,G,6,,,,,,ds_dna_plates,,,
,,,7,G,7,,,,,,ds_dna_plates,,,
,,,7,G,8,,,,,,ds_dna_plates,,,
,,,7,G,9,,,,,,ds_dna_plates,,,
,,,7,G,10,,,,,,ds_dna_plates,,,
,,,7,G,11,,,,,,ds_dna_plates,,,
,,,7,G,12,,,,,,ds_dna_plates,,,
,,,7,H,1,,,,,,ds_dna_plates,,,
,,,7,H,2,,,,,,ds_dna_plates,,,
,,,7,H,3,,,,,,ds_dna_plates,,,
,,,7,H,4,,,,,,ds_dna_plates,,,
,,,7,H,5,,,,,,ds_dna_plates,,,
,,,7,H,6,,,,,,ds_dna_plates,,,
,,,7,H,7,,,,,,ds_dna_plates,,,
,,,7,H,8,,,,,,ds_dna_plates,,,
,,,7,H,9,,,,,,ds_dna_plates,,,
,,,7,H,10,,,,,,ds_dna_plates,,,
,,,7,H,11,,,,,,ds_dna_plates,,,
,,,7,H,12,,,,,,ds_dna_plates,,,
,,,8,A,1,,,,,,ds_dna_plates,,,
,,,8,A,2,,,,,,ds_dna_plates,,,
,,,8,A,3,,,,,,ds_dna_plates,,,
,,,8,A,4,,,,,,ds_dna_plates,,,
,,,8,A,5,,,,,,ds_dna_plates,,,
,,,8,A,6,,,,,,ds_dna_plates,,,
,,,8,A,7,,,,,,ds_dna_plates,,,
,,,8,A,8,,,,,,ds_dna_plates,,,
,,,8,A,9,,,,,,ds_dna_plates,,,
,,,8,A,10,,,,,,ds_dna_plates,,,
,,,8,A,11,,,,,,ds_dna_plates,,,
,,,8,A,12,,,,,,ds_dna_plates,,,
,,,8,B,1,,,,,,ds_dna_plates,,,
,,,8,B,2,,,,,,ds_dna_plates,,,
,,,8,B,3,,,,,,ds_dna_plates,,,
,,,8,B,4,,,,,,ds_dna_plates,,,
,,,8,B,5,,,,,,ds_dna_plates,,,
,,,8,B,6,,,,,,ds_dna_plates,,,
,,,8,B,7,,,,,,ds_dna_plates,,,
,,,8,B,8,,,,,,ds_dna_plates,,,
,,,8,B,9,,,,,,ds_dna_plates,,,
,,,8,B,10,,,,,,ds_dna_plates,,,
,,,8,B,11,,,,,,ds_dna_plates,,,
,,,8,B,12,,,,,,ds_dna_plates,,,
,,,8,C,1,,,,,,ds_dna_plates,,,
,,,8,C,2,,,,,,ds_dna_plates,,,
,,,8,C,3,,,,,,ds_dna_plates,,,
,,,8,C,4,,,,,,ds_dna_plates,,,
,,,8,C,5,,,,,,ds_dna_plates,,,
,,,8,C,6,,,,,,ds_dna_plates,,,
,,,8,C,7,,,,,,ds_dna_plates,,,
,,,8,C,8,,,,,,ds_dna_plates,,,
,,,8,C,9,,,,,,ds_dna_plates,,,
,,,8,C,10,,,,,,ds_dna_plates,,,
,,,8,C,11,,,,,,ds_dna_plates,,,
,,,8,C,12,,,,,,ds_dna_plates,,,
,,,8,D,1,,,,,,ds_dna_plates,,,
,,,8,D,2,,,,,,ds_dna_plates,,,
,,,8,D,3,,,,,,ds_dna_plates,,,
,,,8,D,4,,,,,,ds_dna_plates,,,
,,,8,D,5,,,,,,ds_dna_plates,,,
,,,8,D,6,,,,,,ds_dna_plates,,,
,,,8,D,7,,,,,,ds_dna_plates,,,
,,,8,D,8,,,,,,ds_dna_plates,,,
,,,8,D,9,,,,,,ds_dna_plates,,,
,,,8,D,10,,,,,,ds_dna_plates,,,
,,,8,D,11,,,,,,ds_dna_plates,,,
,,,8,D,12,,,,,,ds_dna_plates,,,
,,,8,E,1,,,,,,ds_dna_plates,,,
,,,8,E,2,,,,,,ds_dna_plates,,,
,,,8,E,3,,,,,,ds_dna_plates,,,
,,,8,E,4,,,,,,ds_dna_plates,,,
,,,8,E,5,,,,,,ds_dna_plates,,,
,,,8,E,6,,,,,,ds_dna_plates,,,
,,,8,E,7,,,,,,ds_dna_plates,,,
,,,8,E,8,,,,,,ds_dna_plates,,,
,,,8,E,9,,,,,,ds_dna_plates,,,
,,,8,E,10,,,,,,ds_dna_plates,,,
,,,8,E,11,,,,,,ds_dna_plates,,,
,,,8,E,12,,,,,,ds_dna_plates,,,
,,,8,F,1,,,,,,ds_dna_plates,,,
,,,8,F,2,,,,,,ds_dna_plates,,,
,,,8,F,3,,,,,,ds_dna_plates,,,
,,,8,F,4,,,,,,ds_dna_plates,,,
,,,8,F,5,,,,,,ds_dna_plates,,,
,,,8,F,6,,,,,,ds_dna_plates,,,
,,,8,F,7,,,,,,ds_dna_plates,,,
,,,8,F,8,,,,,,ds_dna_plates,,,
,,,8,F,9,,,,,,ds_dna_plates,,,
,,,8,F,10,,,,,,ds_dna_plates,,,
,,,8,F,11,,,,,,ds_dna_plates,,,
,,,8,F,12,,,,,,ds_dna_plates,,,
,,,8,G,1,,,,,,ds_dna_plates,,,
,,,8,G,2,,,,,,ds_dna_plates,,,
,,,8,G,3,,,,,,ds_dna_plates,,,
,,,8,G,4,,,,,,ds_dna_plates,,,
,,,8,G,5,,,,,,ds_dna_plates,,,
,,,8,G,6,,,,,,ds_dna_plates,,,
,,,8,G,7,,,,,,ds_dna_plates,,,
,,,8,G,8,,,,,,ds_dna_plates,,,
,,,8,G,9,,,,,,ds_dna_plates,,,
,,,8,G,10,,,,,,ds_dna_plates,,,
,,,8,G,11,,,,,,ds_dna_plates,,,
,,,8,G,12,,,,,,ds_dna_plates,,,
,,,8,H,1,,,,,,ds_dna_plates,,,
,,,8,H,2,,,,,,ds_dna_plates,,,
,,,8,H,3,,,,,,ds_dna_plates,,,
,,,8,H,4,,,,,,ds_dna_plates,,,
,,,8,H,5,,,,,,ds_dna_plates,,,
,,,8,H,6,,,,,,ds_dna_plates,,,
,,,8,H,7,,,,,,ds_dna_plates,,,
,,,8,H,8,,,,,,ds_dna_plates,,,
,,,8,H,9,,,,,,ds_dna_plates,,,
,,,8,H,10,,,,,,ds_dna_plates,,,
,,,8,H,11,,,,,,ds_dna_plates,,,
,,,8,H,12,,,,,,ds_dna_plates,,,
,,,9,A,1,,,,,,ds_dna_plates,,,
,,,9,A,2,,,,,,ds_dna_plates,,,
,,,9,A,3,,,,,,ds_dna_plates,,,
,,,9,A,4,,,,,,ds_dna_plates,,,
,,,9,A,5,,,,,,ds_dna_plates,,,
,,,9,A,6,,,,,,ds_dna_plates,,,
,,,9,A,7,,,,,,ds_dna_plates,,,
,,,9,A,8,,,,,,ds_dna_plates,,,
,,,9,A,9,,,,,,ds_dna_plates,,,
,,,9,A,10,,,,,,ds_dna_plates,,,
,,,9,A,11,,,,,,ds_dna_plates,,,
,,,9,A,12,,,,,,ds_dna_plates,,,
,,,9,B,1,,,,,,ds_dna_plates,,,
,,,9,B,2,,,,,,ds_dna_plates,,,
,,,9,B,3,,,,,,ds_dna_plates,,,
,,,9,B,4,,,,,,ds_dna_plates,,,
,,,9,B,5,,,,,,ds_dna_plates,,,
,,,9,B,6,,,,,,ds_dna_plates,,,
,,,9,B,7,,,,,,ds_dna_plates,,,
,,,9,B,8,,,,,,ds_dna_plates,,,
,,,9,B,9,,,,,,ds_dna_plates,,,
,,,9,B,10,,,,,,ds_dna_plates,,,
,,,9,B,11,,,,,,ds_dna_plates,,,
,,,9,B,12,,,,,,ds_dna_plates,,,
,,,9,C,1,,,,,,ds_dna_plates,,,
,,,9,C,2,,,,,,ds_dna_plates,,,
,,,9,C,3,,,,,,ds_dna_plates,,,
,,,9,C,4,,,,,,ds_dna_plates,,,
,,,9,C,5,,,,,,ds_dna_plates,,,
,,,9,C,6,,,,,,ds_dna_plates,,,
,,,9,C,7,,,,,,ds_dna_plates,,,
,,,9,C,8,,,,,,ds_dna_plates,,,
,,,9,C,9,,,,,,ds_dna_plates,,,
,,,9,C,10,,,,,,ds_dna_plates,,,
,,,9,C,11,,,,,,ds_dna_plates,,,
,,,9,C,12,,,,,,ds_dna_plates,,,
,,,9,D,1,,,,,,ds_dna_plates,,,
,,,9,D,2,,,,,,ds_dna_plates,,,
,,,9,D,3,,,,,,ds_dna_plates,,,
,,,9,D,4,,,,,,ds_dna_plates,,,
,,,9,D,5,,,,,,ds_dna_plates,,,
,,,9,D,6,,,,,,ds_dna_plates,,,
,,,9,D,7,,,,,,ds_dna_plates,,,
,,,9,D,8,,,,,,ds_dna_plates,,,
,,,9,D,9,,,,,,ds_dna_plates,,,
,,,9,D,10,,,,,,ds_dna_plates,,,
,,,9,D,11,,,,,,ds_dna_plates,,,
,,,9,D,12,,,,,,ds_dna_plates,,,
,,,9,E,1,,,,,,ds_dna_plates,,,
,,,9,E,2,,,,,,ds_dna_plates,,,
,,,9,E,3,,,,,,ds_dna_plates,,,
,,,9,E,4,,,,,,ds_dna_plates,,,
,,,9,E,5,,,,,,ds_dna_plates,,,
,,,9,E,6,,,,,,ds_dna_plates,,,
,,,9,E,7,,,,,,ds_dna_plates,,,
,,,9,E,8,,,,,,ds_dna_plates,,,
,,,9,E,9,,,,,,ds_dna_plates,,,
,,,9,E,10,,,,,,ds_dna_plates,,,
,,,9,E,11,,,,,,ds_dna_plates,,,
,,,9,E,12,,,,,,ds_dna_plates,,,
,,,9,F,1,,,,,,ds_dna_plates,,,
,,,9,F,2,,,,,,ds_dna_plates,,,
,,,9,F,3,,,,,,ds_dna_plates,,,
,,,9,F,4,,,,,,ds_dna_plates,,,
,,,9,F,5,,,,,,ds_dna_plates,,,
,,,9,F,6,,,,,,ds_dna_plates,,,
,,,9,F,7,,,,,,ds_dna_plates,,,
,,,9,F,8,,,,,,ds_dna_plates,,,
,,,9,F,9,,,,,,ds_dna_plates,,,
,,,9,F,10,,,,,,ds_dna_plates,,,
,,,9,F,11,,,,,,ds_dna_plates,,,
,,,9,F,12,,,,,,ds_dna_plates,,,
,,,9,G,1,,,,,,ds_dna_plates,,,
,,,9,G,2,,,,,,ds_dna_plates,,,
,,,9,G,3,,,,,,ds_dna_plates,,,
,,,9,G,4,,,,,,ds_dna_plates,,,
,,,9,G,5,,,,,,ds_dna_plates,,,
,,,9,G,6,,,,,,ds_dna_plates,,,
,,,9,G,7,,,,,,ds_dna_plates,,,
,,,9,G,8,,,,,,ds_dna_plates,,,
,,,9,G,9,,,,,,ds_dna_plates,,,
,,,9,G,10,,,,,,ds_dna_plates,,,
,,,9,G,11,,,,,,ds_dna_plates,,,
,,,9,G,12,,,,,,ds_dna_plates,,,
,,,9,H,1,,,,,,ds_dna_plates,,,
,,,9,H,2,,,,,,ds_dna_plates,,,
,,,9,H,3,,,,,,ds_dna_plates,,,
,,,9,H,4,,,,,,ds_dna_plates,,,
,,,9,H,5,,,,,,ds_dna_plates,,,
,,,9,H,6,,,,,,ds_dna_plates,,,
,,,9,H,7,,,,,,ds_dna_plates,,,
,,,9,H,8,,,,,,ds_dna_plates,,,
,,,9,H,9,,,,,,ds_dna_plates,,,
,,,9,H,10,,,,,,ds_dna_plates,,,
,,,9,H,11,,,,,,ds_dna_plates,,,
,,,9,H,12,,,,,,ds_dna_plates,,,
